User ID,Dataset,Date,Tweet,"1=postive, 2=N, 3=Negative, 0=unknown","EmotionCode (1= Anger/insult/dogmatic/judgemental2= fear/stressed out/depressed/sad/bummed out/embarrassed, 3= loving/kind/supportive/inspired/helpful/longing/hopeful, 4 = happy/joking/excited/turned on 5= Neutral,statement 0 = don't know/not relevant/sarcastic without enough info on emotion",
cks_nox,1,11/6/15 23:25,Sucks that Nujabes is dead.. Imagine all the great music he would've put out these past five yrs.. ðŸ˜ª,3,2,
cks_nox,1,11/5/15 23:31,@leifsstory ðŸ™‡ðŸ»,0,0,
cks_nox,1,11/5/15 23:39,My dl is shitty. Got work on it ðŸ˜ªðŸ˜ªðŸ‹ðŸ½,0,0,
cks_nox,1,11/6/15 3:04,Hahahhahahahaha Mickayla gots me dying over here ðŸ˜­ðŸ˜‚ðŸ˜‚ https://t.co/sNjTGCI58f,0,0,
cks_nox,1,11/6/15 3:12,Thank you for this @illMatt ðŸ‘ŒðŸ¼ðŸŽ§ https://t.co/VDSZVfsqvf,1,3,
cks_nox,1,11/6/15 9:48,I am so fuckin down u don't even know!!! I wanna see the m machine so bad!!  https://t.co/kTFsyVjF6n,1,4,
cks_nox,1,11/6/15 21:02,Holy shit . Dat voice doee https://t.co/6kADZWBu2n,0,0,
cks_nox,1,11/6/15 21:22,"Ur body and mind should be like ur home. If u leave the door open, people will rob u of your kindness &amp; dignity. So be wary of who u let in.",2,5,
cks_nox,1,11/7/15 11:27,Don't u just love waking up at 3am to a bloody ass nose ðŸ˜ŠðŸ’‰,3,2,
cks_nox,1,11/7/15 0:12,Nujabes - luv(sic) pt 3-6  ðŸŽ¶ðŸ”ƒ,0,0,
cks_nox,1,11/7/15 2:40,@kaylabear1010  ahah ðŸ˜‚ðŸ˜‚,0,0,
cks_nox,1,11/7/15 3:36,@kaylabear1010 I'm in LA tho,0,0,
cks_nox,1,11/7/15 4:34,I want to meet myself from someone else's point of view.,2,5,
cks_nox,1,11/7/15 4:40,Done with doing that ..  https://t.co/hcNTRK9eY4,0,0,
cks_nox,1,11/7/15 5:04,@kendall_68 u too boo,2,5,
cks_nox,1,11/7/15 5:07,ðŸ‘‰ðŸ¼ðŸ‘ŒðŸ¼ https://t.co/OvevSSKe2k,0,0,
cks_nox,1,11/7/15 5:17,Chill ass Friday bruhh ðŸ‘ŒðŸ¼ðŸ‘ŒðŸ¼,1,4,
cks_nox,1,11/7/15 5:35,U speaking that truth bro ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ™‡ðŸ» https://t.co/SKXtjnXo9x,2,5,
cks_nox,1,11/7/15 5:42,@RyanRitchey @justjohrdan honestly I wish u were here with Johrdan n I bro..ðŸ˜ªðŸ˜ž,1,3,
cks_nox,1,11/7/15 5:44,ðŸ˜ŽðŸ˜,0,0,
cks_nox,1,11/7/15 5:53,Literally roof top chillin...,2,5,
cks_nox,1,11/7/15 6:05,Looks like a successful night .. https://t.co/pbzO4HO1Yt,1,4,
cks_nox,1,11/7/15 6:17,Aye fuck wat other ppl think tho.. Lol they can't fit the shoes I'm wearing.. Js lol,0,0,
cks_nox,1,11/7/15 6:44,Johrdan be trippin off of being single .. Lol,1,4,
cks_nox,1,11/7/15 7:13,@PrincesssTeee__  is the real MVP for ft me at Disneyland. ðŸ‘€ðŸ‘ŒðŸ¼,2,5,
cks_nox,1,11/7/15 7:42,ðŸ‘€ oh Johrdan....ðŸ™„,0,0,
cks_nox,1,11/7/15 7:45,@illMatt @justjohrdan ni**ah no where lol,0,0,
cks_nox,1,11/8/15 19:38,Waking up with a big ass pimple has to be the shittiest thing ever ...,3,2,
cks_nox,1,11/7/15 19:58,@PrincesssTeee__ it was dope!!,1,4,
cks_nox,1,11/7/15 21:03,@Savage_MMA100 @justjohrdan @shazebs @zay_daprophet it comes out the day right b4 my bday ðŸ˜,2,5,
cks_nox,1,11/7/15 22:35,Me n Johrdan are about to go out to eat w/ Evan n Ashley ðŸ˜­ðŸ‘ŒðŸ¼ðŸ‘ŒðŸ¼â¤ï¸,2,5,
cks_nox,1,11/8/15 2:02,Savage !!!ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜­ https://t.co/KIfivlFIWO,0,0,
cynthiacuevas21,1,11/4/15 5:00,"I hate writing essays. I always feel like I can't come up with anything, so I procrastinate. So totally not planning an English major.",3,1,
cks_nox,1,11/8/15 20:57,Johrdan just said sharks can hold their breath underwater forever.. ðŸ˜ðŸ˜‘,0,0,
cks_nox,1,11/8/15 21:18,7miles to Santa Monica n we just got in the car. ðŸ˜Ž love living in Westwood,1,3,
cks_nox,1,11/8/15 21:27,"These days these new girls got me nervous , they go to school n do bottle service.",0,0,
cks_nox,1,11/8/15 21:28,"R u down for the cause ? U still down, u still down, u still doowwnn..",1,4,
cynthiacuevas21,1,11/4/15 0:59,I love the rain. But hate the time change!!!,1,4,
cynthiacuevas21,1,11/4/15 1:00,My Roomate was really surprised at how happy I was when my class was cancelled for the day!!,1,4,
cynthiacuevas21,1,11/4/15 1:01,@cynthiacuevas21 maybe I freaked her out because I was jumping around in the bathroom,0,0,
cynthiacuevas21,1,11/5/15 8:24,I thought coffee was supposed to help me stay wake!!!,3,2,
cynthiacuevas21,1,11/5/15 23:27,@kieracass I need to work on that. My English professor's response to my essay gave me writer's block.,3,2,
CynthiaSyuko,1,11/2/15 21:06,You are basically promoting your own rape by wearing yoga pants - protester in our quad #lolz,3,1,
cynthiacuevas21,1,11/6/15 22:25,Finally made it to the Santa Monica pier https://t.co/3P0747UFDW,1,4,
d_trifoglio,1,11/5/15 22:50,@CKoyama7 your quote??? ðŸ˜‚ðŸ˜‚ðŸ˜‚ come on fam we know you're not that smart,3,1,
CynthiaSyuko,1,11/3/15 17:21,Getting a 40/40 on a Chem test&gt;sleep,1,4,
d_trifoglio,1,11/4/15 2:32,@badgalhira no,0,0,
d_trifoglio,1,11/4/15 2:33,@badgalhira hb me,0,0,
d_trifoglio,1,11/5/15 22:48,give a man a mask and he will show his true face,2,5,
d_trifoglio,1,11/5/15 22:50,@CKoyama7 xoxo,1,3,
daisiessyrup,1,11/4/15 1:58,writers BLOCK to the max,3,2,
d_trifoglio,1,11/5/15 23:57,"@james_choi17 was that code for ""I miss you a lot"" ???",0,0,
d_trifoglio,1,11/6/15 0:00,@james_choi17 sarcasm dw I see youðŸ˜ðŸ˜ðŸ˜,2,5,
d_trifoglio,1,11/6/15 0:51,when your dad surprises you with a flight home :') https://t.co/g7GrbfxnGN,1,3,
d_trifoglio,1,11/6/15 19:40,@badgalhira ily,0,0,
d_trifoglio,1,11/6/15 19:40,@badgalhira #FirstWorldProblems ðŸ’ðŸ¼ðŸ’ðŸ¼ðŸ’ðŸ¼,0,0,
daisiessyrup,1,11/3/15 5:48,Throwback to me n @XavierWulf https://t.co/XU0XvSrcAL,2,5,
daisiessyrup,1,11/4/15 1:58,i cannot write this paper.,3,2,
daisyarriaga1,1,11/4/15 6:13,@mommaajayy hold it she is back?? no way i have only missed 2 episodes !!! no way,3,2,
daisiessyrup,1,11/5/15 20:00,Da Vinci taught me how to write a paper without reading the book in its entirety.,2,5,
daisyarriaga1,1,11/2/15 3:09,"first timer and i saw many ""interesting"" things",1,4,
daisyarriaga1,1,11/2/15 3:09,the club was fun last night!,1,4,
daisyarriaga1,1,11/2/15 17:34,My dog truly has the life i want  lol,1,3,
daisyarriaga1,1,11/2/15 17:34,wanna stay forever,1,4,
daisyarriaga1,1,11/2/15 17:35,Maybe in the afterlife jk,1,4,
daisyarriaga1,1,11/4/15 6:03,hpw cute!!! https://t.co/JhiGy9OQmR,0,0,
daisyarriaga1,1,11/4/15 6:06,when all u say in ur essay is intersex/ambiguous genital,2,5,
daisyarriaga1,1,11/4/15 6:08,when u realize u lost weight because ur thighs no longer rub against each other lol #blessingindisguise,1,4,
daisyarriaga1,1,11/4/15 6:14,@mommaajayy shit i wish  i could watch but I'm working on 3 essays rn !! hate my life,3,2,
daisyarriaga1,1,11/5/15 1:44,@azelhh but when i FaceTime u it never connects!,3,2,
daisyarriaga1,1,11/4/15 6:17,@mommaajayy i will alright i will let u go so i can continue with my hw !! love u boo!!!,1,3,
daisyarriaga1,1,11/4/15 20:41,lol  https://t.co/L2l1yW6TlQ,0,0,
DreamKillerKai,1,11/2/15 5:30,"This Damn Chemistry Midterm âž• its 9:29 @ University of California, Los Angeles https://t.co/Qrgp54S5Xn",3,2,
daisyarriaga1,1,11/5/15 3:00,HIS LOVE LIFE SHOULD BE A NOVELA,1,4,
daisyarriaga1,1,11/5/15 6:56,that pizza slice was so good,1,4,
daisyarriaga1,1,11/5/15 6:57,the trash really did add some extra taste lol,1,4,
daisyarriaga1,1,11/6/15 5:58,The funny part when one of your coworkers has the same name as your sister,2,5,
daisyarriaga1,1,11/6/15 21:00,my long talks with my mom r the best!!,1,3,
daisyarriaga1,1,11/7/15 6:14,see u soon bitch (too spicy) lol #bobsburgers,0,0,
daisyarriaga1,1,11/7/15 6:14,see u soon baboon (not spicy),1,4,
DayOneShola,1,11/2/15 17:46,I only go to English cause they take roll ðŸ™ƒ,2,5,
DayOneShola,1,11/3/15 4:21,@Richard2Dope @LoveliestNya @brxylon @dqd131 @_ambersymone @autumnsylve @Asante_Parker cool I was included! Successfully in the group,2,5,
DayOneShola,1,11/3/15 4:30,@brysontlIler @LoveliestNya,0,0,
DayOneShola,1,11/3/15 4:42,@angelodeguz all my homies in that class,2,5,
DayOneShola,1,11/5/15 10:05,Black love,2,5,
DayOneShola,1,11/5/15 10:10,Show me black love,2,5,
devyneverts,1,11/5/15 23:06,My purchasing recommendations on Amazon ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/jUQUvBeguq,2,5,
dlcgx,1,11/4/15 2:39,Tomato sauce is nice,1,4,
dlcgx,1,11/7/15 2:49,Out for dinner,2,5,
evelyn_fierro,1,11/8/15 9:54,Why am I awake at 2am,3,2,
DreamKillerKai,1,11/3/15 1:24,Add me or drop them ðŸ—½ðŸ™ŒðŸ½ https://t.co/6JwGGaXh0u,2,5,
DreamKillerKai,1,11/4/15 23:57,"Girl: Naomi, Dylan or Kailey  Boy: Kaiser, Kaisen or Tai https://t.co/Yj8bbJGnAP",2,5,
engravedfilms,1,11/2/15 5:15,My phone's timezone has been set to denver all day ðŸ˜…,2,5,
engravedfilms,1,11/2/15 8:28,We made it through an entire week without a fire alarm   Im so proud,1,3,
engravedfilms,1,11/2/15 20:00,Taking my first midterm at ucla todayyy! Wish me luck ðŸ˜ðŸ˜…,1,3,
engravedfilms,1,11/2/15 22:22,Midterm #2 leggo,2,5,
engravedfilms,1,11/3/15 23:12,âš¡ï¸âš¡ï¸âš¡ï¸âš¡ï¸âš¡ï¸,0,0,
engravedfilms,1,11/4/15 23:05,Things I learned in class today: Kentucky does not mean whore in Italian,2,5,
engravedfilms,1,11/5/15 7:42,Forever wondering why relationship statuses are placed in insta bios,2,5,
engravedfilms,1,11/8/15 1:22,Joeeeeeeeeeeee,2,5,
engravedfilms,1,11/8/15 2:40,You have the cutest smile,1,3,
engravedfilms,1,11/8/15 16:26,Ew,0,0,
evelyn_fierro,1,11/4/15 0:18,Learning about nanomedicine in pancreatic cancer research https://t.co/ZQqCLkhgDK,2,5,
francapark,1,11/2/15 5:50,I just watched a video on how McDonald's treats their chickens and I never want to eat chicken ever again,3,2,
francapark,1,11/2/15 15:55,What sick freak puts garlic and onion on a bagel. Currently picking it off in class,3,1,
francapark,1,11/6/15 23:41,Hate math hate it,3,2,
francapark,1,11/3/15 2:18,I just ordered a $70 onepiece onesie for $27 thanks Alli,1,4,
francapark,1,11/3/15 4:22,@KosherThunder noooo lol,0,0,
francapark,1,11/3/15 20:48,@kaithernandezz HAHAHAHA,1,4,
francapark,1,11/3/15 22:53,@kitherrr when?,2,5,
francapark,1,11/4/15 5:16,@kitherrr oh lmao ya I live there,1,4,
francapark,1,11/4/15 6:31,Just had a very interesting shower between one person blasting rap and one person blasting emotional Korean music,2,5,
francapark,1,11/4/15 17:12,Can't wait to play sum lax in San Diego this weekend,1,4,
francapark,1,11/4/15 17:38,My breakfast: whipped cream with a side of waffle,2,5,
francapark,1,11/4/15 18:03,Can bad Suns stop getting big thanks,2,5,
francapark,1,11/5/15 1:08,After my midterm I'm gonna postmates myself a banana cream pie,1,4,
francapark,1,11/5/15 4:34,@kristieholly I LOVE CHICAGO PD,1,4,
francapark,1,11/5/15 4:40,@kristieholly I WATCH IT ON https://t.co/pqk0wWHrZQ,2,5,
francapark,1,11/5/15 7:20,I,0,0,
francapark,1,11/5/15 7:25,Would you rather eat,2,5,
francapark,1,11/5/15 7:27,@AvaMousavi still selling ?,2,5,
francapark,1,11/5/15 7:30,@AvaMousavi still relevant,2,5,
francapark,1,11/5/15 17:54,@stephanie_annk chocolate,2,5,
francapark,1,11/5/15 22:17,I GOT TICKETS TO THE ELLEN SHOW,1,4,
francapark,1,11/5/15 22:57,@RachelFergusoon miss u bb,1,3,
francapark,1,11/8/15 6:38,I'm watching a documentary on cannibal ppls fetishes for English and it's so disturbing,3,1,
francapark,1,11/6/15 23:41,Mood,2,5,
francapark,1,11/7/15 1:26,I feel like if one good thing happens to me a bad day thing has to happen to balance it out,2,5,
francapark,1,11/8/15 2:04,Im eating a shrimp burrito this is so wonderful,1,4,
FRitsBadAsh,1,11/3/15 0:30,@69fpss shuddup,3,1,
FRitsBadAsh,1,11/2/15 11:16,When you copy paste a review without seeing if it's bad https://t.co/MRfzxuYLvU,2,5,
FRitsBadAsh,1,11/4/15 3:24,Both my roommates snore and sleep talk.. One in gibberish and the other in Chinese... Smfh,3,2,
FRitsBadAsh,1,11/4/15 0:42,@m3ricano mom's?,2,5,
FRitsBadAsh,1,11/4/15 0:43,@m3ricano vomit on his sweater already?,2,5,
FRitsBadAsh,1,11/4/15 3:25,The gibberish one has this fan that makes the most annoying sound and I asked him to turn it down (not off) and he says I gotta deal with it,3,1,
FRitsBadAsh,1,11/4/15 3:27,I say fine cause this nigga won't listen and I'll treat him the same.  Then he fuckin complains to the RA that I'm rude and we had a meeting,3,1,
FRitsBadAsh,1,11/4/15 3:28,"Fuckin idiot's solution was for me to deal with it...And I'm the one that doesn't ""accommodate for others"" foh bitch, u dream in gibberish",3,1,
HighhStandardss,1,11/8/15 18:47,It's just crazy how people can really just switch up on you like that,3,2,
FRitsBadAsh,1,11/4/15 20:58,@iNeedTreez @visropology he doesn't smoke blunts hahaha should've made it a j,0,0,
FRitsBadAsh,1,11/7/15 5:28,I'm honestly real happy for reggie Jackson and jeremy lamb being in better teams where they can open up and they're having a breakout season,1,4,
FRitsBadAsh,1,11/8/15 8:09,@_xksxo me rn https://t.co/aFR6L33lLQ,0,0,
HenrywcjWang,1,11/4/15 6:30,The time you feel lonely is the time to go alone,2,5,
HenrywcjWang,1,11/4/15 6:31,I am sitting at rendezvous wondering things about other people around me,2,5,
heyitschio,1,11/2/15 0:19,It's a promise â¤ï¸ #ProudofOneDirection https://t.co/cIl6OubZx4,1,3,
heyitschio,1,11/2/15 0:32,"It doesn't matter if you're here since the first day, what it matters is if you stay here till the end.",0,0,
heyitschio,1,11/2/15 0:40,Silence speaks when words can't,0,0,
heyitschio,1,11/3/15 2:29,@VicEscalante me la pase viendo telehit desde las dos de la tarde y no gane nada :(,0,0,
heyitschio,1,11/3/15 2:30,@VicEscalante siguen enviando los correos a los ganadores?,0,0,
heyitschio,1,11/3/15 4:45,"@HeyxItsxMe me puedes ayudar en la prÃ³xima dinÃ¡mica?, es que aÃºn no tengo boleto ðŸ˜ž",0,0,
heyitschio,1,11/4/15 0:30,how many nights does it takes to count the stars? thatÂ´s the time it would take to fix my heart.,0,0,
heyitschio,1,11/4/15 5:12,#1DPT2015FB doy follow backkk! :),0,0,
heyitschio,1,11/4/15 5:43,El otro dÃ­a que abrÃ­ las noticias de snap y vi  esto casi me da algo jajaja #larryðŸ˜»ðŸ‘ðŸ» https://t.co/zTzyA3yhaU,0,0,
heyitschio,1,11/5/15 3:35,alguien que me quiera ayudar en la dinÃ¡mica del viernes? ya que no podrÃ© por la escuela ðŸ’”,0,0,
heyitschio,1,11/6/15 1:45,maÃ±ana no se como le harÃ© pero ganarÃ© boletos ahuevo,0,0,
heyitschio,1,11/6/15 2:23,"me trying to put my life together  *tarea, exÃ¡menes, proyectos, boletos, boletos, boletos* https://t.co/RHWfuJvopj",0,0,
heyitschio,1,11/6/15 2:31,#tbt al mejor diaaaaðŸ˜»ðŸ’œðŸ’œðŸŒ› https://t.co/PBpYM05Vrq,0,0,
heyitschio,1,11/6/15 3:47,"@HeyxItsxMe holaa! Oye, sabes si el correo con la repuesta para ganar boletos lo puedo enviar varias veces o solo una vez?",0,0,
heyitschio,1,11/6/15 4:12,"@HeyxItsxMe okay, graciaass",0,0,
heyitschio,1,11/6/15 21:14,"@HeyxItsxMe graciaaas, espero ganar!ðŸ’œ",0,0,
heyitschio,1,11/7/15 16:50,hoy gano,0,0,
heyitschio,1,11/7/15 22:32,@Vendo_Boletos busco boletos para premios Telehit 2015 porfaa,0,0,
heyitschio,1,11/8/15 0:00,*yo en estos momentos* ðŸ’” literal https://t.co/xUKNcxbJDU,0,0,
heyitschio,1,11/8/15 0:02,@HeyxItsxMe no gane nada otra vez :(,0,0,
heyitschio,1,11/8/15 22:50,@HeyxItsxMe yo tampoco la encontree,0,0,
heyitschio,1,11/8/15 23:12,"@VicEscalante no encontrÃ© la revista por ningÃºn lado, si la compro por la app es lo mismo? Porfa dime",0,0,
heyitschio,1,11/8/15 23:50,@HeyxItsxMe crees que si la compro en la app sea lo mismo?,0,0,
HighhStandardss,1,11/8/15 18:46,Birthday goal: to slay better than this ðŸ’ðŸ½. Wish me luck ðŸ‘€ https://t.co/m4luTeln2z,1,3,
IndooDude,1,11/4/15 5:14,Randle is a fucking monster,3,1,
HighhStandardss,1,11/8/15 18:48,I'm excited about life in general! Everything is coming together and there's still room to be petty ðŸ˜‚,1,4,
HighhStandardss,1,11/8/15 18:51,Haha what? ðŸ‘€ https://t.co/Y983GcQTRC,0,0,
hiseolee,1,11/8/15 9:00,I want ice cream so bad,2,5,
hiseolee,1,11/8/15 9:02,@estheryanggg I miss you,1,3,
hiseolee,1,11/8/15 9:03,@rudiayjung that's what you said 20 minutes ago,2,5,
IndooDude,1,11/2/15 4:33,Ryan Kelly started trending because he's so fucking bad,2,5,
IndooDude,1,11/2/15 9:08,i just ate next to Zaza Pachulia at In N Out's westwood !!!,1,4,
IndooDude,1,11/2/15 17:40,@sai_padhy yah I knew it as soon as he stood his tall ass up lol,0,0,
IndooDude,1,11/2/15 18:40,When you hear other Indonesians for once,2,5,
IndooDude,1,11/4/15 5:56,Fire Byron Scott,3,1,
IndooDude,1,11/4/15 6:11,"Bombed a midterm, and the lakers are still bad #greatday",3,2,
IndooDude,1,11/5/15 4:00,College got me fucked up lol,3,2,
IsaacPatronus,1,11/2/15 8:22,I'm in the study lounge and the guys next to me keep laughing and being obnoxious... BITCH I WILL FUCKING REBUKE ALL OF YOUðŸ‘¿,3,1,
IndooDude,1,11/5/15 4:22,@KingMiller_ @HilariousRoasts @sai_padhy,0,0,
IndooDude,1,11/5/15 4:24,@Its_Chris007 fucking does hurt,0,0,
IndooDude,1,11/6/15 2:35,I love wasians,0,0,
IndooDude,1,11/6/15 9:59,Phi Kappa mothafuckin Psi,0,0,
IndooDude,1,11/6/15 12:19,Everything is pain,0,0,
IndooDude,1,11/7/15 8:47,@jasonhibono Gamma for G...,0,0,
IndooDude,1,11/8/15 21:13,"ADD ME ON SNAPCHAT: ""INDODUDR""",2,5,
IsaacPatronus,1,11/2/15 8:32,How surprising they're frat boys...,3,1,
IsaacPatronus,1,11/2/15 8:33,More reason to hate feats now smh! I literally want to punch these guys,3,1,
IsaacPatronus,1,11/2/15 18:58,Some students really need to chill. Don't overthink everything,3,1,
IsaacPatronus,1,11/2/15 8:35,@IsaacPatronus ðŸ‘¿ðŸ‘¿ðŸ‘¿ðŸ‘¿ https://t.co/lgtpY7mmYI,0,0,
IsaacPatronus,1,11/4/15 0:29,This douche will literally hog the machine and not even use it! He uses free weights instead of the machine WTFðŸ‘¿ https://t.co/fuWzR5IMro,3,1,
IsaacPatronus,1,11/2/15 23:59,Thank you God! Finally done with midterms,1,3,
IsaacPatronus,1,11/3/15 6:40,@Isaak_serrano It does but because she has a big obsession with Japanese pop and culture in general. Maybe it was a tribute to that?,0,0,
IsaacPatronus,1,11/3/15 6:45,@ToriKelly 's rendition of Colors of the Wind is so bae!!! Go check it out ðŸ˜ðŸ’– https://t.co/gbZalAtYQu,1,4,
IsaacPatronus,1,11/3/15 6:46,Happy birthday to my RA Anthony! Hope you have a good one â˜ºï¸ https://t.co/7YAxYpcPMk,1,3,
IsaacPatronus,1,11/3/15 7:53,"Love this track!!!! Honestly, the sound reminds me so much of mj https://t.co/QRChmx8S1q",1,4,
IsaacPatronus,1,11/3/15 8:00,@xoxohawaa you better fucking go!,0,0,
IsaacPatronus,1,11/3/15 8:02,@shutupisaac I'm going to do that! Thanks (:,1,3,
IsaacPatronus,1,11/3/15 20:17,By becoming color blind you inherently shut down and negate the oppression that COC have and are currently facing,0,0,
IsaacPatronus,1,11/3/15 20:18,"Theres no such thing as ""reverse racism"" it's non-existent in white communities because theyre not a group that is systematically oppressed",0,0,
IsaacPatronus,1,11/3/15 23:12,3 MORE PAGES AND I'LL BE DONE WITH THIS ESSAY! BLESS THE LORD,1,4,
IsaacPatronus,1,11/3/15 23:13,@vnssvrgs_ that assembly looked incredible yesterday! So proud of youðŸ’•,1,3,
IsaacPatronus,1,11/4/15 2:20,And how come all of the sudden is everyone eating healthy? Week 0 - 4 I saw none of y'all here...,3,1,
IsaacPatronus,1,11/4/15 0:40,SAME https://t.co/9mRi9ixbtr,0,0,
IsaacPatronus,1,11/4/15 1:00,If you can't buy the hard copy then I'm not interested https://t.co/qnHN3UuEt5,0,0,
IsaacPatronus,1,11/4/15 2:20,Why the fuck is the line for B Plate so long at this hour?!,3,1,
isabelng523,1,11/3/15 0:44,Can't ever stay awake anymore omg,3,2,
IsaacPatronus,1,11/7/15 6:53,Homecoming was great! â¤ï¸â¤ï¸â¤ï¸ Loved seeing everyone https://t.co/Tp7ee1G0Je,1,4,
IsaacPatronus,1,11/7/15 6:57,@ReahnotRhea fuck it its your senior year,0,0,
IsaacPatronus,1,11/7/15 7:01,@ReahnotRhea fuck it! lol jk SAT is important too,0,0,
IsaacPatronus,1,11/7/15 7:02,@ReahnotRhea trueeee,0,0,
IsaacPatronus,1,11/7/15 7:08,@xoxo_china we hella took a nice pictureðŸ˜‚ Nice seeing youðŸ’– Hope we get to hang out soon,1,3,
IsaacPatronus,1,11/7/15 19:36,@xoxohawaa thanksðŸ˜­ðŸ’•,0,0,
JacquelineBaca9,1,11/3/15 12:33,Procrastination is the worseðŸ˜… #AllNighter,3,2,
isabelng523,1,11/3/15 20:22,Some girl literally just meow'd past me when we almost walked into each other..........,2,5,
isabelng523,1,11/3/15 20:25,My love for tzatziki / Greek yogurt sauce is real,1,4,
Jaavieerrr_,1,11/3/15 0:49,Feels good to relax knowing you slayed another midterm ðŸ˜Š,1,4,
Jaavieerrr_,1,11/4/15 1:32,What if hot chocolate just wants to be called beautiful chocolate ?,2,5,
JacquelineBaca9,1,11/2/15 4:00,So you just put the water in the washer...?-Stephanie ðŸ˜‚ðŸ˜‚ðŸ˜‚,2,5,
JacquelineBaca9,1,11/4/15 1:14,Really should have worn a sweaterðŸ˜ªâ„ï¸â„ï¸,3,2,
JacquelineBaca9,1,11/8/15 23:37,Haven't had Takis in a loooonng timeðŸ‘…ðŸ”¥,3,2,
JacquelineBaca9,1,11/4/15 17:42,Going home this weekend!!ðŸ™ŒðŸ½,1,4,
JacquelineBaca9,1,11/4/15 18:28,Coming back from my 9am and finding my roommates asleepðŸ‘ŒðŸ½ #NapTime,2,5,
JacquelineBaca9,1,11/4/15 22:51,Not meðŸ™ŒðŸ½ https://t.co/4LU65x0mlq,2,5,
JacquelineBaca9,1,11/4/15 22:53,Afraid this is going to be meðŸ˜… https://t.co/sztCKGbWVu,0,0,
JacquelineBaca9,1,11/5/15 7:23,From Disney princess to psychopaths to environmental issues to legalization of marijuanaðŸ˜‚ðŸ˜‚ðŸ˜‚ #ProcrastinationKills #roommategoals,2,5,
JacquelineBaca9,1,11/5/15 9:12,I like looking at pictures of old people-Steph #roommategoals,1,3,
JacquelineBaca9,1,11/5/15 9:17,@dominique_zee this is so true!!,0,0,
JacquelineBaca9,1,11/5/15 18:15,Chorizo burritoðŸ˜ðŸ‘ŒðŸ½,0,0,
JacquelineBaca9,1,11/5/15 20:29,My bed is so comfortable!!ðŸ˜­,1,3,
JacquelineBaca9,1,11/6/15 21:09,Practicing putting a condom onðŸ˜‚ðŸ˜‚ #fiatlux,2,5,
JacquelineBaca9,1,11/6/15 21:51,ðŸ† https://t.co/bA1Ivifqtd,0,0,
JacquelineBaca9,1,11/6/15 22:54,"When does life begin? Technically you are dead when your hearts stops beating, so you are alive the moment it be begins.",2,5,
JacquelineBaca9,1,11/6/15 23:01,So grateful to be at such a beautiful schoolðŸ’™ðŸ’›ðŸ» https://t.co/XxDlcDl10L,1,3,
JacquelineBaca9,1,11/7/15 14:01,So early but at least I'm going homeðŸ’•,1,4,
JacquelineBaca9,1,11/7/15 14:31,LA traffic isn't so bad at this time of day,1,4,
JacquelineBaca9,1,11/7/15 17:33,Central Valley ProjectðŸŠ,2,5,
JacquelineBaca9,1,11/8/15 6:19,@LeifCaesar wait for the testðŸ˜‚ðŸ˜‚,0,0,
JacquelineBaca9,1,11/8/15 6:31,@LeifCaesar you got this!ðŸ‘ŠðŸ½ you're a brilliant person and you'll find a way throughðŸ‘ðŸ½,1,3,
jasonhibono,1,11/3/15 1:15,People will always try to find a way to undermine your success.,3,2,
jakeyafable,1,11/2/15 16:08,"Blessed to be alive today, and I thank God for what He has in store this week. #mondaymotivation",1,4,
jakeyafable,1,11/4/15 15:56,First chem midterm today.  Jesus take the wheel ðŸ™ŒðŸ»ðŸ™ŒðŸ»ðŸ™ŒðŸ»ðŸ™ðŸ» #philippians4:13,1,3,
jakeyafable,1,11/5/15 22:13,@eyetolow miss you so much broski ðŸ˜­ðŸ’”,1,3,
jasonhibono,1,11/2/15 21:01,Is it too late to say sorry now,2,5,
jasonhibono,1,11/4/15 0:29,when you're obviously the ugly friend,3,2,
jasonhibono,1,11/3/15 8:06,NOT THE HOVERBOARDS https://t.co/VhtGv2HrJn,2,5,
jasonhibono,1,11/3/15 10:41,"Damn, this Colton vs. GT rivalry just keeps on getting bigger. Can't wait to see what's in store this Friday âš¡ï¸ðŸ",1,4,
jasonhibono,1,11/3/15 20:20,"Um, I don't know how to feel about likes instead of favorites",2,5,
jasonhibono,1,11/3/15 20:40,"Hey just ran into Josh Rosen, he was asking where the restrooms were lol",1,4,
jasonhibono,1,11/8/15 6:50,"I leave LA for one day, and I miss out on seeing a freaking UFO",3,2,
jasonhibono,1,11/4/15 7:55,My dorm ðŸ˜Š https://t.co/c4pz542y1T,2,5,
jasonhibono,1,11/4/15 8:13,Work hard until you no longer have to introduce yourself,2,5,
jasonhibono,1,11/4/15 10:37,2:37 AM https://t.co/FG5ym3ZfZ9,0,0,
jasonhibono,1,11/4/15 19:02,When you start skipping class every week because why not,2,5,
jasonhibono,1,11/5/15 2:11,awkwardly scratching my frontal lobe area https://t.co/gKldKmblFJ,2,5,
jasonhibono,1,11/7/15 5:48,"Coming back to GT made me so happy. It was a big reunion with all the alumni, and the school pride was amazing. Good job, Titans. âš¡ï¸",1,4,
jasonhibono,1,11/7/15 7:36,@gogwencoco ur crazy,0,0,
jasonhibono,1,11/7/15 7:48,jumpman jumpman jumpman,2,5,
